track_name,artist,cluster,popularity
"La traviata / Act 1: ""Libiamo ne'lieti calici"" (Brindisi)",Giuseppe Verdi;Cecilia Bartoli;Luciano Pavarotti;Coro Sinfonico di Milano Giuseppe Verdi;Orchestra Sinfonica di Milano Giuseppe Verdi;Riccardo Chailly,1,22
"Carmen, Act II: No.16 bis Récit: Enfin c'est toi! (Carmen/Don JosÚ) No.17 Duo: Je vais danser en votre honneur! (Carmen)",Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,1,22
"Verdi: Il trovatore, Act 2: ""Vedi! le fosche notturne"" (Anvil Chorus)",Giuseppe Verdi;Antonio Pappano;London Symphony Orchestra,0,22
"Turandot / Act 2: Gloria, gloria, o vincitore",Giacomo Puccini;Dame Joan Sutherland;Sir Peter Pears;Luciano Pavarotti;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,1,22
"Carmen, Act II, No.18 Finale: Plus tard! / La guerre, c'est la guerre! (Zuniga/Le Dancaïro/Le Remendado/Bohémiens/Carmen/Don José/Frasquita/Mercédès/Bohémiens et Bohémiennes)",Georges Bizet;Nicolas Cavallier;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,1,22
"La traviata / Act II: ""Lunge da lei"" - ""De' miei bollenti spiriti""",Giuseppe Verdi;Rolando Villazón;Wiener Philharmoniker;Carlo Rizzi,1,22
Nabucco / Act II: Chi s'avanza? Orrenda scena,Giuseppe Verdi;Ghena Dimitrova;Kurt Rydl;Orchester der Deutschen Oper Berlin;Giuseppe Sinopoli;Chor der Deutschen Oper Berlin,1,23
Requiem: XI. Domine Jesu Christe,Giuseppe Verdi;Sir Colin Davis;London Symphony Orchestra;Karen Cargill;Stuart Neill;John Relyea;Christine Brewer,1,22
"Verdi: Aida, Act 1: ""Mortal, diletto ai numi"" (Ramfis, Sacerdoti)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,1,22
"Verdi: Aida, Act 2: ""Chi mai fra gl'inni e i plausi"" (Schiave, Amneris)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,1,22
Nessun Dorma,Luciano Pavarotti,1,49
Only Love,André Rieu;Johann Strauss Orchestra,1,51
Touched by Love,Bernward Koch,1,50
Come un fiume tu,Andrea Bocelli,1,21
Walking Through Clouds,Bernward Koch,1,50
Libertà,Andrea Bocelli,2,21
Pianissimo,Andrea Bocelli;Cecilia Bartoli,1,21
Be Still,Celtic Woman,1,21
Lohengrin: Prelude,Richard Wagner;Slovak Philharmonic;Michael Halasz,1,48
E Piu’ Ti Penso,Il Volo,1,21
Hallelujah,Sol3 Mio,1,21
The Moon Is a Harsh Mistress,Josh Groban,1,21
A mio padre,Andrea Bocelli,1,21
Mystique Voyage,Tarja,0,22
All of Me,Collabro,1,20
"L'amore è una cosa meravigliosa - From ""Love Is A Many-Splendored Thing""",Andrea Bocelli,1,21
Ever Dream,Nightwish,2,54
London Hymn,Josh Groban,1,20
Lauren & I,Celtic Thunder;Keith Harkin,2,21
"Overture, William Tell (Finale)",Gioachino Rossini;Royal Philharmonic Orchestra;Philip Ellis,1,43
Mattinata - Live From The Detroit Opera House,Il Volo,0,21
The Skeleton Key,Epica,2,51
A Whiter Shade Of Pale,André Rieu;Johann Strauss Orchestra,1,21
"Pagliacci / Act 1: ""Vesti la giubba""","Ruggero Leoncavallo;Plácido Domingo;Orchestra Del Teatro Alla Scala, Milano;Georges Prêtre",1,21
Going Home,Celtic Woman,1,21
Last Ride of the Day,Nightwish,2,53
Intermezzo from Cavalleria Rusticana,André Rieu,1,22
Tosca: E lucevan le stelle - Live,Giacomo Puccini;Il Volo;Plácido Domingo,1,22
Nocturne - Live,Secret Garden;Cathrine Iversen,0,22
"Quando, Quando, Quando",Filippa Giordano,2,20
La traviata / Act 1: Libiamo ne'lieti calici,Giuseppe Verdi;Luciano Pavarotti;Dame Joan Sutherland;The London Opera Chorus;National Philharmonic Orchestra;Richard Bonynge,1,52
Amapola - Live,Andrea Bocelli,0,21
E Piu’ Ti Penso - Live From The Detroit Opera House,Il Volo,0,21
Les Pecheurs des Perles: Au fond du temple saint (Rec. 1951),Jussi Björling;RCA Victor Orchestra;Robert Merrill;Renato Cellini,1,20
Invocation of Naamah,Therion,2,24
"Second Waltz - From ""Jazz Suite Nr. 2"" / Live",André Rieu;Johann Strauss Orchestra,0,22
Orphanage Airlines,Nightwish,1,21
Funículi Funícula,Filippa Giordano,2,20
"Die Csárdásfürstin · Operette in 3 Akten (1988 Digital Remaster), Dritter Akt: Tausend kleine Engel singen (Sylva - Stasi - Edwin - Boni)",Emmerich Kálmán;Anneliese Rothenberger;Willy Mattes;Symphonieorchester Graunke,1,21
Pagliacci: Act I: Vesti la giubba,Ruggero Leoncavallo;Franco Corelli;Orchestra Sinfonica Nazionale della RAI di Torino;Arturo Basile,1,21
"Nightwish - Demo, Remastered",Nightwish,1,22
All I Ask Of You,André Rieu;Tanja Derwahl,1,21
"Tosca: ""E Lucevan la Stelle"" (Placido Version)",Giacomo Puccini;Plácido Domingo,1,22
"Carmen, Act III: No.21 Morceau d'ensemble : Quant au douanier (Carmen/Frasquita/Mercédès/Le Dancaïro/Le Remendado/Le Bohémiens et Bohémiennes)",Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,1,22
"Jeux d'enfants, Op. 22: III. The Spinning Top",Georges Bizet;Barry Wordsworth;London Symphony Orchestra,1,22
"12 Sonate a tre - Sonata IV in A Major, Op. 3: III. Sarabanda, Allegro",Tomaso Albinoni;L'armonia delle Cetre;Matteo Saccà,1,22
"Tosca / Act II: ""Vissi d'arte, vissi d'amore""",Giacomo Puccini;Katia Ricciarelli;Ruggero Raimondi;Berliner Philharmoniker;Herbert von Karajan,1,22
Requiem: XIV. Agnus Dei,Giuseppe Verdi;Sir Colin Davis;Christine Brewer;Karen Cargill;London Symphony Orchestra,1,22
"Nabucco / Act II: Vieni, o Levita!",Giuseppe Verdi;Yevgeny Nesterenko;Orchester der Deutschen Oper Berlin;Giuseppe Sinopoli,1,22
"Verdi: Aida, Act 2: ""Vieni, sul crin ti piovano"" (Schiave, Amneris)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,1,22
Lucifer,Avantasia,2,46
O Holy Night,Adolphe Adam;John Williams,1,43
Il Rimprovero,June Anderson;Raul Gimenez;Kathryn Bouleyn;Alessandro Corbelli;Nina Walker,1,20
Siegfried Idyll,Richard Wagner;Members Of The Wiener Philharmoniker;Walter Weller;Sir Georg Solti,1,21
El Triste,Il Volo,1,21
Blue Bayou,Sol3 Mio,1,20
Elégie,Jules Massenet;Mischa Maisky;Daria Hovora,1,22
Dile,Three Graces,1,20
Now We Are Free,Celtic Thunder;Keith Harkin,1,21
Mille Lune Mille Onde - Live,Andrea Bocelli,0,20
"Lohengrin, WWV 75: Prelude to Act I - Live",Richard Wagner;Gewandhausorchester;Andris Nelsons,1,21
When You Wish Upon a Star,Susan Boyle,1,20
One Day Like This,Sarah Brightman,1,20
Mountains Of Mourne,Celtic Thunder;Keith Harkin,1,21
Amor Venme a Buscar,Il Divo,1,20
"Rigoletto - Si, Vendetta, Tremenda Vendetta",Piero Cappuccilli;Margherita Rinaldi,1,21
Menuets I & II,Jean-Philippe Rameau;Víkingur Ólafsson,1,22
Hasta mi final,Il Divo,1,57
Celtic Prayer,Méav,2,21
Falling Slowly,Collabro,1,20
Epiphany,Michael Ball;Imelda Staunton,0,21
99 Years (with Jennifer Nettles) - Live from Madison Square Garden 2018,Josh Groban;Jennifer Nettles,0,20
Walking the Night/The World Falls Away,Celtic Woman,1,20
Il Libro Dell'amore (The Book of Love),The Ten Tenors,1,20
Celtica,Emma Shapplin,1,20
Tell Me It's Not True - From 'Blood Brothers',Alfie Boe,1,20
That's A Woman,Celtic Thunder;Paul Byrom;Ryan Kelly,3,21
Kindred Spirits,Celtic Thunder;Emmet Cahill,1,21
Aquellos Ojos Verdes,José Carreras,1,20
Libertango - Radio Edit,Giorgia Fumanti,1,20
"Concerto Saint Marc, Op. 6 No. 11: III. Andante",Tomaso Albinoni;Rex Richardson;Classic FM Radio Orchestra;Grigor Palikarov,1,21
"You'll Be Back - From ""Hamilton""",Michael Ball;Alfie Boe,3,21
Rossini: Guillaume Tell: Overture,Gioachino Rossini;Antonio Pappano;Gabriele Gemignani;Orchestra dell'Accademia Nazionale di Santa Cecilia,1,21
Decoded Poetry,Epica,2,23
"La Cenerentola / Act 1: ""No, no, no non v'è""",Gioachino Rossini;Fernanda Costa;Gloria Banditelli;Orchestra del Teatro Comunale di Bologna;Riccardo Chailly,1,21
"Los Pescadores de Perlas ""Mi Par D'udir Ancora""",Alfredo Kraus,1,21
Il trovatore: Act I: Di tale amor che dirsi,Giuseppe Verdi;Zsuzsa Csonka;Franco de Grandis;Maurizio Frusoni;Daniela Longhi;Jozsef Mukk;Sandor Pasztor;Roberto Servile;Janos Tandari;Irina Tchistjakova;Budapest Festival Chorus;Hungarian State Opera Orchestra;Will Humburg,1,22
"Rossini: Armida, Act 2: ""D'amore al dolce impero"" (Armida, Chorus) [Live]",Gioachino Rossini;Maria Callas;Tullio Serafin;Orchestra del Maggio Musicale Fiorentino,1,21
"Les Pêcheurs de perles, Act I: Je crois entendre encore (Nadir)",Georges Bizet;Alain Vanzo;Georges Prêtre;Orchestre de l'Opéra National de Paris;Paris Opera Orchestra,1,22
"Carmen, Act II, No.18 Finale: Holà! Carmen! holà! holà! (Zuniga/Don José/Carmen)",Georges Bizet;Nicolas Cavallier;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,1,21
"Turandot / Act 2: ""Un giuramento atroce mi costringe""",Giacomo Puccini;Sir Peter Pears;Luciano Pavarotti;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,1,21
Zaïs: Overture - Live,Jean-Philippe Rameau;Les Musiciens du Louvre;Marc Minkowski,1,21
Turandot / Act 2: Popolo di Pekino,Giacomo Puccini;Sabin Markov;Wandsworth School Boys Choir;London Philharmonic Orchestra;Zubin Mehta,1,21
"Carmen (1997 - Remaster), Act I: Carmen! sur tes pas",Georges Bizet;Maria Callas;Nicolai Gedda;Choeurs Rene Duclos;Choeurs D'Enfants Jean Pesneaud;Orchestre de l'Opéra National de Paris;Georges Prêtre;Orchestre du Théâtre National de l'Opéra Paris;Paris Opera Orchestra,1,22
Walking In The Air - Live,Nightwish,0,23
"Carmen, Act III, No.19 Sextuor et Choeur: Notre métier est bien (Carmen/Don José/Frasquita/Mercédès/Le Dancaïro/Le Remendado/Bohémiens et Bohémiennes)",Georges Bizet;Angela Gheorghiu;Michel Plasson;Orchestre National Du Capitole De Toulouse,1,22
"Carmen, Act II, No.18 Finale: Bel officier, l'amour vous joue en ce moment un assez vilain tour! (Carmen/Le Remendado/Le Dancaïro/Bohémiens/Zuniga)",Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,1,22
"Carmen, Act II, No.17 Duo (continued...): Non! tu ne m'aimes pas! (Carmen/Don José)",Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,1,22
Requiem: XV. Lux Aeterna,Giuseppe Verdi;Sir Colin Davis;Stuart Neill;Karen Cargill;London Symphony Orchestra;John Relyea,1,22
"La traviata / Act II: ""Annina, donde vieni?"" - ""Oh mio rimorso!""",Giuseppe Verdi;Rolando Villazón;Diane Pilcher;Wiener Philharmoniker;Carlo Rizzi,1,22
Lascia chi'o pianga - Rinaldo,Patricia Janečková;Orchester Viva Musica!,1,31
Si malamente,Patrizio,2,20
Una Voce Poco Fa,Maria Callas,1,31
O Mio Babbino Caro,Giacomo Puccini;Kiri Te Kanawa;London Philharmonic Orchestra;Sir John Pritchard,1,49
Silver Bells,André Rieu;Johann Strauss Orchestra,1,29
The Enchanted Path,Bernward Koch,1,50
I Love Rossini,Andrea Bocelli,1,21
One More Time,Russell Watson,1,20
Bring Him Home,The Ten Tenors,1,20
Mille Lune Mille Onde - Live,Andrea Bocelli,0,20
Polifemo: Alto Giove,Nicola Porpora;Simone Kermes;La Magnifica Comunità,1,20
Bonita,Javier Camarena;Humberto Terán;Armando Garmendi;Red Studio,1,20
Shenandoah,Celtic Woman,1,20
And The Waltz Goes On,André Rieu;Johann Strauss Orchestra,1,48
La Pastorella delle Alpi,June Anderson;Raul Gimenez;Kathryn Bouleyn;Alessandro Corbelli;Nina Walker,1,20
Thaïs: Méditation,Jules Massenet;Teatro la Fenice Orchestra;Marcello Viotti,1,21
"Le bourgeois gentilhomme: Chaconne des Scaramouches, Frivelins et Arlequins",Jean-Baptiste Lully;Mary Enid Haines;Sharla Nafziger;Aradia Ensemble;Kevin Mallon,1,51
Euphoria,Xandria,2,22
Habanera,Georges Bizet;Samuel Friedmann,1,21
"Il Trovatore / Act 3: Il Trovatore / Act 3: ""Di quella pira"" - Live At Central Park, New York / 2011",Andrea Bocelli;New York Philharmonic;Alan Gilbert,0,20
El Abeto,Andrea Bocelli,1,21
Der Favorit: Du sollst der Kaiser meiner Seele sein - Live,Robert Stolz;Renée Fleming;Staatskapelle Dresden;Christian Thielemann,1,19
Celtica,Emma Shapplin,1,20
La traviata*: Act I: Prelude,Giuseppe Verdi;Monika Krause;Rannveig Braga;Ivica Neshybova;Yordy Ramiro;Georg Tichy;Peter Oswald;Pavol Maurery;Ladislav Neshyba;Jozef Spacek;Peter Subert;Slovak Philharmonic Chorus;Slovak Radio Symphony Orchestra;Alexander Rahbari,1,22
"Tosca, SC 69 / Act 3: ""E lucevan le stelle"" - Live",Plácido Domingo;Orchestra Del Teatro Dell'Opera Di Roma;Orchestra del Maggio Musicale Fiorentino;Zubin Mehta,1,19
Walkürenritt (Ride of the Valkyries),Richard Wagner;Gustav Kuhn,1,21
Plaude laetere: Symphonie,Jean-Baptiste Lully;Le Concert Spirituel;Herve Niquet,1,21
"Les Boréades, RCT 31, Act IV, Scene 4: Entrée de Polymnie",Jean-Philippe Rameau;Ensemble Pygmalion;Raphael Pichon,1,21
Turandot: Nessun dorma!,Giacomo Puccini;Plácido Domingo;Luis Cobos;Royal Philharmonic Orchestra,1,21
Venid Adoremos (Adeste Fideles),Andrea Bocelli,1,21
"Le roi de Lahore, Opera in five Acts: Entr'acte Act V & Adagio & Waltz, Ballet Act III",Jules Massenet;London Symphony Orchestra;Richard Bonynge,1,21
Les Indes Galantes - Air pour les esclaves africains,Jean-Philippe Rameau;Jordi Savall;Le Concert Des Nations,1,21
"Mattinata (from ""West Side Story"") - Live",Ruggero Leoncavallo;Il Volo;Marcello Rota,0,21
"La traviata / Act III: Parigi, o cara, noi lasceremo",Giuseppe Verdi;Luciano Pavarotti;Dame Joan Sutherland;National Philharmonic Orchestra;Richard Bonynge,1,21
"The Impossible Dream - From ""The Man of La Mancha""",José Carreras;Robert Farnon And His Orchestra,1,19
"Carmen, Act III, No.20 Trio: Mêlons! Coupons! (Frasquita/Mercédès)",Georges Bizet;Elisabeth Vidal;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,1,21
"Carmen (1997 - Remaster), Act I: Quels regardes! Quelle effronterie!",Georges Bizet;Maria Callas;Nicolai Gedda;Orchestre de l'Opéra National de Paris;Georges Prêtre;Orchestre du Théâtre National de l'Opéra Paris;Paris Opera Orchestra,1,22
Turandot / Act 3: Nessun dorma!,Giacomo Puccini;Luciano Pavarotti;Tom Krause;Pier Francesco Poli;Piero de Palma;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,1,42
"Carmen, Act II, No.17 Duo (continued...): Non! je ne veux plus t'écouter! (Don José/Carmen)",Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,1,21
Con te partirò,André Rieu;Mirusia Louwerse,1,21
"Verdi: Il trovatore, Act 4: ""D'amor sull'ali rosee"" (Leonora)","Giuseppe Verdi;Maria Callas;Herbert von Karajan;Orchestra Del Teatro Alla Scala, Milano",1,21
"Bizet: Carmen, Act 2: ""Les tringles des sistres tintaient"" (Carmen, Frasquita, Mercédès)",Georges Bizet;Maria Callas;Jane Berbié;Nadine Sautereau;Orchestre de l'Opéra National de Paris;Georges Prêtre,1,21
Les Boréades / Act IV: Entrée de Polymnie - Live,Jean-Philippe Rameau;Les Musiciens du Louvre;Marc Minkowski,1,21
"Lakmé, Act 1: Dôme épais le jasmin ""Flower Duet""",Léo Delibes;Carl Davis;Royal Liverpool Philharmonic Orchestra;Janice Watson;Ruby Philogene;The King's Division Normandy Band,1,21
"Il Trovatore / Act 3: ""Di quella pira""",Giuseppe Verdi;Luciano Pavarotti;Wiener Opernorchester;Nicola Rescigno,1,21
"La Bohème / Act 1: ""O soave fanciulla""",Giacomo Puccini;Luciano Pavarotti;Mirella Freni;Berliner Philharmoniker;Herbert von Karajan,1,21
"La traviata / Act II: ""Alfredo?"" ""Per Parigi or or partiva""",Giuseppe Verdi;Anna Netrebko;Diane Pilcher;Dritan Luca;Thomas Hampson;Wiener Philharmoniker;Carlo Rizzi,1,21
Requiem: XII. Hostias,Giuseppe Verdi;Sir Colin Davis;Stuart Neill;Karen Cargill;London Symphony Orchestra;Christine Brewer;John Relyea,1,21
"Verdi: Aida, Act 2: ""Su! del Nilo al sacro lido"" (Chorus, Amneris, Aida)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,1,21
"Verdi: Aida, Act 2: ""Fu la sorte dell'armi a'tuoi funesta"" (Amneris, Aida)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,1,21
Любовь уставших лебедей,Dimash Qudaibergen,2,47
"武俠帝女花 (亞洲電視劇 ""武俠帝女花"" 主題曲)",張德蘭,1,21
To the Water,Maire Brennan,1,45
A Place In My Heart,Nana Mouskouri,1,35
Credi In Te,Patrizio Buanne,1,20
Eversleeping,Xandria,1,39
O minorenne,Patrizio,2,19
Forever Young,Rhydian,2,20
The Barber of Seville: Overture,Gioachino Rossini;Leonard Bernstein;New York Philharmonic,1,42
Forever Begins Tonight,Patrizio Buanne,1,40
'O Surdato 'nnamorato,Luciano Pavarotti;The Corrs,0,19
Musica,Il Divo,1,19
Lullaby (with Ladysmith Black Mambazo),Josh Groban;Ladysmith Black Mambazo,1,20
Une histoire d'amour,Amaury Vassili,1,19
Trí Fhidilí,Mairead Nesbitt,3,20
Home,Celtic Thunder;Damian McGinty,1,20
Solitaire,Joey Niceforo,1,19
She Moved Through the Fair,Méav,1,20
Qui saura (feat. Mike Brant),Amaury Vassili;Mike Brant,3,20
Agnus Dei,All Angels,1,20
Canta Pe' Me,Jonathan Antoine,1,19
"I Have Dreamed - From ""The King And I""",Jason Manford,1,19
"Vissi d'arte - From ""Tosca""",Filippa Giordano,1,20
I Want My Tears Back,Nightwish,2,48
Rondine al nido - Live,Luciano Pavarotti;Andrea Griminelli;Orchestra Del Teatro Dell'Opera Di Roma;Orchestra del Maggio Musicale Fiorentino;Zubin Mehta,1,19
Estranged (A Timeless Spell),After Forever,2,22
"L'elisir d'amore / Act 2: ""Una furtiva lagrima""",Gaetano Donizetti;Andrea Bocelli;Moscow Radio Symphony Orchestra;Vladimir Fedoseyev,1,21
Ava Maria,Michael Crawford,1,20
To Where You Are,Josh Groban,1,20
As If We Never Said Goodbye,Collabro,1,19
Amigos Para Siempre - Live,André Rieu;Johann Strauss Orchestra,0,20
"I'll Be There For You (From ""Friends"")",Collabro,1,20
"Roméo et Juliette, CG 9 / Act 1: Ah, je veux vivre",Charles Gounod;Nadine Sierra;Orchestra Sinfonica Nazionale della Rai;Riccardo Frizza,1,21
"Cocchi: Adelaide, Act 1: ""Nobil onda"" (Adelaide)",Gioacchino Cocchi;Bruno de Sá;Francesco Corti;Il Pomo D'oro,1,20
She's Always A Woman,Celtic Thunder;Neil Byrne,2,20
Heartbreaker,Celtic Thunder;Ryan Kelly,3,20
Send in the Clowns,Elaine Paige,1,19
Ireland's Call,Celtic Thunder,2,20
L'elisir d'amore: Una furtiva lagrima - Live,Gaetano Donizetti;Il Volo;Plácido Domingo,1,21
Song From a Secret Garden - Live,Secret Garden,0,21
"Fago: Confitebor tibi Domine: I. ""Confitebor tibi Domine""",Francesco Nicola Fago;Jakub Józef Orliński;Maxim Emelyanychev;Il Pomo D'oro,1,20
"Op 34, N. 2: ""Auf Flügeln des Gesanges""",Victoria de los Ángeles,1,20
Ciarán's Well,Tarja,2,21
"Fago: Confitebor tibi Domine: II. ""Memoriam fecit - Escam dedit""",Francesco Nicola Fago;Jakub Józef Orliński;Maxim Emelyanychev;Il Pomo D'oro,1,20
El día que me quieras,Plácido Domingo;Paloma San Basilio,2,20
Dios Nos Bendecira,Andrea Bocelli,1,21
Passion And The Opera,Nightwish,2,22
"Ernani / Part 4: ""Solingo, errante misero"" - Live In New York / 1981",Giuseppe Verdi;Dame Joan Sutherland;Marilyn Horne;Luciano Pavarotti;New York City Opera Orchestra;Richard Bonynge,1,21
"12 Sonate a tre - Sonata I in C Major, Op. 3: I. Preludio, Largo",Tomaso Albinoni;L'armonia delle Cetre;Matteo Saccà,1,21
"Verdi: Aida, Act 2: ""Salvator della patria"" (Il Re, Radamès, Ramfis, Sacerdoti)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,1,21
Thaïs: Méditation,Jules Massenet;Bomsori;NFM Wrocław Philharmonic;Giancarlo Guerrero,1,47
Perfect Day,Miriam Stockley,1,52
Espana Cani,André Rieu,1,36
Sogno D'or,Giacomo Puccini;Cheri Rose Katz;Alan Mallach,1,33
La Pesca,June Anderson;Raul Gimenez;Kathryn Bouleyn;Alessandro Corbelli;Nina Walker,1,20
"Libiamo ne' lieti calici, Brindisi - La Traviata Atto I",Renata Tebaldi,1,44
Tu ci sei,Andrea Bocelli,1,20
'O sole mio,Mario del Monaco,1,20
"Puccini: Gianni Schicchi, Act 1: ""O mio babbino caro"" (Lauretta)",Giacomo Puccini;Renaud Capuçon,1,50
Ya Vstretil Vas...,Dmitri Hvorostovsky,1,19
County Down,Celtic Woman,1,19
Maggie,Phil Coulter,1,20
Manon Lescaut: Donna Non Vidi Mai...,Mario del Monaco,1,19
How's the Heart?,Nightwish,2,52
Solo Con Amore,José Cura;Ewa Malas Godlewska,1,19
Dunkelrote Rosen,Carl Millöcker;Rudolf Schock;Werner Eisbrenner,1,20
Steal Away,Phil Coulter,1,20
Core ‘ngrato,Roberto Alagna;London Orchestra;Yvan Cassar,1,19
From The Ground Up,Celtic Thunder;Michael O’Dwyer;Neil Byrne,2,20
Caruso (Live Performance),Lara Fabian;Bogdan Mihai,1,19
La Gioconda / Act 3: Dance Of The Hours,Amilcare Ponchielli;Gothenburg Symphony Orchestra;Neeme Järvi,1,49
You Raise Me Up,Phil Coulter,1,20
"You'll Never Walk Alone - From Broadway Musical ""Carousel"" / Live",André Rieu;Johann Strauss Orchestra,0,20
Mi Morena - Live at the Greek 2004,Josh Groban,0,19
Voices,Celtic Thunder,2,20
Love's Old Sweet Song,Phil Coulter,1,20
"Pirouettes in A- Major, Opéras comiques ""La fille de Madama Angot"", Act 1, Allegro-valse",Charles Lecocq;Konstantin Mortensen,1,21
The Dutchman,Celtic Thunder;Keith Harkin,1,20
Sancta Mater,Andreas Scholl,1,21
"Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyries",Richard Wagner;Wiener Philharmoniker;Sir Georg Solti,1,49
"Ciganské melodie, Op. 55, B. 104 - Arr. by Jiri Teml: IV. Kdyz mne stara matka",Anna Netrebko;PKF – Prague Philharmonia;Emmanuel Villaume,1,19
Máscaras,El Cuervo de Poe,2,21
"Rigoletto / Act 3: ""La donna è mobile""",Giuseppe Verdi;Mario del Monaco;Orchestra dell'Accademia Nazionale di Santa Cecilia;Alberto Erede,1,21
L’arlésienne Suite No. 2 (Arr. E. Guiraud): I. Pastorale,Georges Bizet;Orquestra Simfònica de Barcelona i Nacional de Catalunya;Pablo González,1,21
Petite messe solennelle: I. Kyrie. Kyrie eleison,Gioachino Rossini;Giulio Prandi;Coro Ghislieri;Francesco Corti;Cristiano Gaudio;Deniel Perer,1,20
Seven Drunken Nights,Celtic Thunder,0,20
"Albinoni: Oboe Concerto in D Minor, Op. 9 No. 2: II. Adagio",Tomaso Albinoni;Il Giardino Armonico;Paolo Grazzi;Giovanni Antonini,1,20
"Upp gledjest alle, gledjest no",Sissel;Odd Nordstoga,1,20
"Lakmé, Act 1: Dôme épais le jasmin ""Flower Duet""",Léo Delibes;Carl Davis;Royal Liverpool Philharmonic Orchestra;Janice Watson;Ruby Philogene;The King's Division Normandy Band,1,20
"Carmen, Act III: Air: Je dis que rien ne m'épouvante (Micaëla)",Georges Bizet;Inva Mula/Orchestre National du Capitole de Toulouse/Michel Plasson;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,1,21
"Les Indes galantes, RCT 44: Ouverture",Jean-Philippe Rameau;Les Arts Florissants;William Christie,1,20
Incentive,Epica,2,22
"Verdi: Nabucco, Act 3: ""Va, pensiero"" (Chorus of The Hebrew Slaves)",Giuseppe Verdi;Rizzi;Carlo Rizzi;Orchestra dell'Accademia Nazionale di Santa Cecilia,1,21
"Carmen, Act IV: No.25 Choeur : A la cuartos! (Marchands et Marchandes/Zuniga/Une marchande/Un bohémien)",Georges Bizet;Nicolas Cavallier;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,1,21
"Jeux d'enfants, Op. 22: V. The Ball",Georges Bizet;Barry Wordsworth;London Symphony Orchestra,1,19
"Tosca / Act I: ""Ed io venivo a lui tutta dogliosa""",Giacomo Puccini;Katia Ricciarelli;Ruggero Raimondi;Berliner Philharmoniker;Herbert von Karajan,1,21
Nabucco / Act II: Che si vuol? / Il maledetto non ha fratelli,Giuseppe Verdi;Plácido Domingo;Orchester der Deutschen Oper Berlin;Giuseppe Sinopoli;Chor der Deutschen Oper Berlin,1,21
Gianni Schicchi: O mio babbino caro,Giacomo Puccini;Ying Huang;James Conlon,1,20
"Verdi: Aida, Act 2: ""Pietà ti prenda del mio dolor"" (Amneris, Aida)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,1,21
"Verdi: Aida, Act 2: ""Ebben, qual nuovo fremito t'assal, gentil Aida?"" (Amneris, Aida)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,1,21
Time To Say Goodbye (Con Te Partiro),Sarah Brightman,1,39
Scarborough Fair,Sarah Brightman,1,38
All of the Stars,Jackie Evancho,1,42
Safe & Sound,William Joseph,1,46
Il Mondo,Il Volo,1,51
Un canto,Andrea Bocelli,1,20
Lullaby,Aevum,2,20
S'il suffisait d'aimer,Josh Groban,1,19
Now or Never,Josh Groban,1,19
O Holy Night,Il Divo,1,20
Se Que Volveras,Nana Mouskouri;Julio Iglesias,1,57
Nemo,Tarja,0,21
Solitude,Candlemass,2,49
She Was Beautiful,The Celtic Tenors,1,19
Hushabye Mountain,Amanda Holden,1,19
Love of My Life,Mark Vincent,1,19
"If I Ever Fall In Love Again - From ""The Crooked Mile""",Sarah Brightman,1,19
We Will Meet Once Again (with Andrea Bocelli),Josh Groban;Andrea Bocelli,1,52
Somewhere,Il Divo,1,19
"Kama Sutra - Live At MGM Grand, Las Vegas/2004",Sarah Brightman,1,19
"Il trionfo dell'innocenza: ""Vanne pentita a piangere""",Antonio Caldara;Cecilia Bartoli;Les Musiciens du Louvre;Marc Minkowski,1,20
Caruso,Mario Frangoulis,0,19
The Wicked Rule The Night,Avantasia;Ralf Scheepers,2,51
The Prayer,Russell Watson;Lulu;London Session Orchestra;Nick Ingman,1,19
"Schönberg, Claude-Michel: I Dreamed a Dream (from ""Les Misérables"")",Lesley Garrett;Philip Ellis,1,19
